name,date,leben,lengthleben,idn,iplace,ibio,url
"Tavelli, Giovanni",1386 - 1446,,0,119509318,0,0,http://www.deutsche-biographie.de/pnd119509318.html
"Talger, Thomas",1980 - ,,0,1049796608,0,0,http://www.deutsche-biographie.de/pnd1049796608.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd119079097.html
"Tallavania, Inno",1868 - ,,0,1049497953,1,0,http://www.deutsche-biographie.de/pnd1049497953.html
Tarruntenus <Paternus>,[2. Jh.],,0,102407037,0,0,http://www.deutsche-biographie.de/pnd102407037.html
"Tallien, Thérésia Cabarrus",1773 - 1835,,0,119549123,0,0,http://www.deutsche-biographie.de/pnd119549123.html
"Teichmüller, Carl",1780 - 1850,,0,131974858,0,0,http://www.deutsche-biographie.de/pnd131974858.html
Telesilla <Argiva>,[v5. Jh.],,0,100624960,0,0,http://www.deutsche-biographie.de/pnd100624960.html
Tarsinus <Presbyter>,[4. Jh.],,0,102407045,0,0,http://www.deutsche-biographie.de/pnd102407045.html
"Tanneberger, Stephan",1935 - ,,0,120784653,1,0,http://www.deutsche-biographie.de/pnd120784653.html
"Telgenbüscher, Karl",1938 - ,,0,115834656,0,0,http://www.deutsche-biographie.de/pnd115834656.html
"Tandler, Gerold",1936 - ,,0,124761178,0,0,http://www.deutsche-biographie.de/pnd124761178.html
"Tajmanov, Mark",1926 - ,,0,1051698235,0,0,http://www.deutsche-biographie.de/pnd107563592.html
"Tanner, Volly",1970 - ,,0,123426766,1,0,http://www.deutsche-biographie.de/pnd123426766.html
"Tanūẖī, Abu-'l-Maḥāsin al-Mufaḍḍal Ibn-Muḥammad at-",1000 - 1050,,0,102473358,0,0,http://www.deutsche-biographie.de/pnd102473358.html
"Teichs, Adolf Friedrich",1812 - 1860,,0,117253456,1,0,http://www.deutsche-biographie.de/pnd117253456.html
"Tacitus, Cornelius",[55] - [116/120],,0,118620452,0,0,http://www.deutsche-biographie.de/pnd118620452.html
"Teiting, Matthias",1972 - 2005,,0,1049835247,0,0,http://www.deutsche-biographie.de/pnd1049835247.html
"Tataru, Sanda-Maria",1958 - ,,0,1047695707,0,0,http://www.deutsche-biographie.de/pnd1047695707.html
"Tao, Qian",[365] - [427],,0,118947249,0,0,http://www.deutsche-biographie.de/pnd118947249.html
"Teicher-Maier, Ursula",1957 - ,,0,14369426X,0,0,http://www.deutsche-biographie.de/pnd14369426X.html
"Teichmann, Christine",1964 - ,,0,13188137X,1,0,http://www.deutsche-biographie.de/pnd13188137X.html
